來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
工研院,A302000228,TTA 2026年度新創國內外行銷活動規劃與執行,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=40A3C7C9-1566-4017-A92E-EF98506B0CE2,,115/03/23,115/04/07,P,,,,,,,,
工研院,A552001265,太陽能變流器效率分析儀,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=54C111D6-235C-4656-B74B-F704DC6C9BC1,,115/03/23,115/04/02,P,,,,,,,,
工研院,A552001337,太陽光電地方蹲點及推動業務計畫,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=B7B71EBE-061A-4850-B775-66920A4A3D9F,,115/03/23,115/04/01,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/03/23,115/03/17,公告中,,,,,,,,
資策會,PP26030056,「半導體實務演練學程_生成式AI實務演練」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030056&ord=1,600000,115/03/23,115/03/27,第1次,,,,,,,,
資策會,PP26030059,「資策會健康檢查服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030059&ord=1,1740000,115/03/23,115/04/14,第1次,,,,,,,,
資策會,PP26030086,「示範場域安裝與維護案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030086&ord=1,200000,115/03/23,115/03/26,第1次,,,,,,,,
資策會,PP26030088,「 AI共創實證藍圖輔導暨座談會」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030088&ord=1,220000,115/03/23,115/03/27,第1次,,,,,,,,
資策會,PP26030090,「數位雲服務產業交流與輔導諮詢」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030090&ord=1,1485000,115/03/23,115/03/27,第1次,,,,,,,,
資策會,PP26030091,「公開徵求系統AI應用驗證服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030091&ord=1,400000,115/03/23,115/03/27,第1次,,,,,,,,
資策會,PP26030096,「製造業AI媒合活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030096&ord=1,750000,115/03/23,115/03/27,第1次,,,,,,,,
