來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
工研院,A302000283,2026InnoVEX-產業技術司新創主題館-展館設計規劃及建置費,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=3FFF372F-6D1B-4E99-88F6-BC6FF283A270,,115/04/02,115/04/17,P,,,,,,,,
工研院,A512001460,17館空壓機購置,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=57AE095E-E423-4A21-96F9-239375DDF8D7,,115/04/02,115/04/15,P,,,,,,,,
工研院,A532001667,台鐵潮州CL132標檢修設備-製造安裝轉運測試,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=89C841B7-015A-4AED-8886-BB306DE7B912,,115/04/02,115/04/14,P,,,,,,,,
工研院,A532001834,轉轍器動態整合測試台(製造安裝運轉測試),https://vendor.itri.org.tw/broadBdetail2.aspx?seq=FD28BD6B-4424-4B8C-8621-098807F1254C,,115/04/02,115/04/10,P,,,,,,,,
工研院,A552001549,115年APEC新及再生能源技術專家小組網站維運與資料庫管理,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=81E73159-C4DD-4969-AF0A-7061DCD24FF8,,115/04/02,115/04/10,P,,,,,,,,
工研院,A552001598,可攜式太陽能變流器效率分析元件,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=E463CA86-250D-4F24-B93A-5A7A92E0F204,,115/04/02,115/04/17,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/04/03,115/03/17,公告中,,,,,,,,
資策會,PP26030118,「115年醫療器材產業趨勢報告」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030118&ord=1,1480000,115/04/01,115/04/10,第1次,,,,,,,,
資策會,PP26030132,「AI產業應用交流與專家顧問協作-智慧健康領域」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030132&ord=1,400000,115/04/01,115/04/10,第1次,,,,,,,,
資策會,PP26040001,「照顧場域之緊急疏散智慧化情境設計與實作」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040001&ord=1,750000,115/04/02,115/04/10,第1次,,,,,,,,
資策會,PP26040002,「115年智慧科技需求缺口調查」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040002&ord=1,480000,115/04/02,115/04/09,第1次,,,,,,,,
