來源,案號,標題,標題連結,預算金額,公告日,截止日,狀態,採購類型,採購方式,公佈日,投標日,開標日,查詢日期,招標狀態,更正日期
工研院,A272000571,數位雙生平台機房網路備援設備,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=67CA8BB8-FACA-4088-8D3A-178414168FAB,,115/04/17,115/04/24,P,,,,,,,,
工研院,A302000223,亞灣方案成果網站維運,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=893F5658-FEC3-445B-8370-80B5EE5D033D,,115/04/17,115/05/04,P,,,,,,,,
工研院,A302000350,2026 TREE計畫新創團隊國際展會商業文案影片製作,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=F26F4AA4-E7B6-4445-88B5-9915AC563891,,115/04/16,115/04/27,P,,,,,,,,
工研院,A512001122,製作熱敏電阻之氧化釩微機電樣品晶圓服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=9A4528AA-936B-4450-A49B-4B4ECC8DE296,,115/04/16,115/04/24,P,,,,,,,,
工研院,A532002190,22館2樓辦公室及公共區域整修,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=8EDEEB72-E7A5-4BD1-A7F7-E1A004AA5AC7,,115/04/17,115/04/24,P,,,,,,,,
工研院,A552001809,離岸風力發電法律諮詢服務,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=61ADD4F4-2B96-4EF6-960A-E202C5E58FFE,,115/04/16,115/04/27,P,,,,,,,,
工研院,A562000734,2026 CPHI Milan臺灣醫藥主題館建置與展示規劃,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=BFEC84EB-F14E-4F81-87F0-1B46552D6E49,,115/04/16,115/04/28,P,,,,,,,,
工研院,A582000344,台美無人載具產業商務洽談會,https://vendor.itri.org.tw/broadBdetail2.aspx?seq=C94D8691-89C6-4F84-B2A2-2D6A0A411390,,115/04/16,115/04/22,P,,,,,,,,
資策會,PP26020076,「智慧杆資料應用整合工作坊徵集」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26020076,1300000,115/04/18,115/03/17,公告中,,,,,,,,
資策會,PP26030059,「資策會健康檢查服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26030059&ord=2,17400000,115/04/16,115/04/24,第2次,,,,,,,,
資策會,PP26040044,「AI輔助系統/AI輔助開發工具服務」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040044&ord=1,350000,115/04/17,115/04/22,第1次,,,,,,,,
資策會,PP26040058,「115年度ITIS智網網站功能改版與維護」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040058&ord=1,950000,115/04/16,115/04/20,第1次,,,,,,,,
資策會,PP26040061,「115年度癌症治療用藥產業升級與法制政策趨勢研討會、法制工作坊」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040061&ord=1,1400000,115/04/17,115/04/22,第1次,,,,,,,,
資策會,PP26040067,「115年改良型新藥專利與實務訴訟資料蒐集委託案」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040067&ord=1,1300000,115/04/17,115/04/22,第1次,,,,,,,,
資策會,PP26040068,「AI服務應用展示暨商機媒合活動」採購案,https://bid.iii.org.tw/bid/list/bid_new_list.aspx?bid_no=PP26040068&ord=1,930000,115/04/17,115/04/22,第1次,,,,,,,,
